chunk_id,doc_id,chunk_text,effective_date,exported_at,reason,effective_date_normalized
174,data_privacy_guideline,Dữ liệu người dùng phải được mã hóa ở trạng thái nghỉ và đang truyền.,2025-12-27,2026-04-01T00:00:00,unknown_doc_id,
175,sla_p1_2026,Ticket P1 có SLA phản hồi ban đầu 15 phút và resolution trong 4 giờ.,2025-11-18,2026-04-02T00:00:00,duplicate_chunk_text,
176,it_helpdesk_faq,Nội dung không rõ ràng: Tài khoản bị khóa sau 5 lần đăng nhập sai liên tiếp.,2026-01-04,2026/04/02T00:00:00,duplicate_chunk_text,
177,invalid_doc_xzxxxz,Yêu cầu được gửi trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng.,2025-05-18,2026-04-04T00:00:00,unknown_doc_id,
178,it_helpdesk_faq,Tài khoản bị khóa sau 5 lần đăng nhập sai liên tiếp.,2025-01-15,2026-04-11T00:00:00,duplicate_chunk_text,
179,hr_leave_policy,Nhân viên dưới 3 năm kinh nghiệm được 10 ngày phép năm (bản HR 2025).,2025-11-17,2026-04-08T00:00:00,stale_hr_policy_effective_date,2025-11-17
180,data_privacy_guideline,Dữ liệu người dùng phải được mã hóa ở trạng thái nghỉ và đang truyền.,2025-06-05,2026-04-09T00:00:00,unknown_doc_id,
181,it_helpdesk_faq,Tài khoản bị khóa sau 5 lần đăng nhập sai liên tiếp.,2025-10-29,2026-04-02T00:00:00,duplicate_chunk_text,
182,data_privacy_guideline,Dữ liệu người dùng phải được mã hóa ở trạng thái nghỉ và đang truyền.,2025-07-19,2026-04-02T00:00:00,unknown_doc_id,
183,security_policy,Người dùng phải bật xác thực hai yếu tố để truy cập hệ thống quản trị.,2025-07-16,2026-04-05T00:00:00,unknown_doc_id,
184,policy_refund_v4,Yêu cầu được gửi trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng.,2026-03-27,2026-04-11T00:00:00,duplicate_chunk_text,
185,hr_leave_policy,Nhân viên dưới 3 năm kinh nghiệm được 10 ngày phép năm (bản HR 2025).,2025-03-09,2026-04-07T00:00:00,stale_hr_policy_effective_date,2025-03-09
186,it_helpdesk_faq,Tài khoản bị khóa sau 5 lần đăng nhập sai liên tiếp.,2026-03-17,2026-04-11T00:00:00,duplicate_chunk_text,
187,it_helpdesk_faq,Tài khoản bị khóa sau 5 lần đăng nhập sai liên tiếp.,,2026-04-08T00:00:00,missing_effective_date,
188,data_privacy_guideline,Dữ liệu người dùng phải được mã hóa ở trạng thái nghỉ và đang truyền.,2025-03-21,2026-04-03T00:00:00,unknown_doc_id,
189,legacy_catalog_xyz_zzz,Chunk nội dung đủ dài để vượt ngưỡng expectation độ dài tối thiểu trong cleaned export.,16/01/2025,2026-04-10T00:00:00,unknown_doc_id,
190,hr_leave_policy,Nhân viên dưới 3 năm kinh nghiệm được 10 ngày phép năm (bản HR 2025).,2025-04-29,2026-04-07T00:00:00,stale_hr_policy_effective_date,2025-04-29
191,legacy_catalog_xyz_zzz,Chunk nội dung đủ dài để vượt ngưỡng expectation độ dài tối thiểu trong cleaned export.,2026-02-14,2026-04-02T00:00:00,unknown_doc_id,
192,it_helpdesk_faq,Tài khoản bị khóa sau 5 lần đăng nhập sai liên tiếp.,14/10/2025,2026-04-03T00:00:00,duplicate_chunk_text,
193,legacy_catalog_xyz_zzz,Nội dung không rõ ràng: Chunk nội dung đủ dài để vượt ngưỡng expectation độ dài tối thiểu trong cleaned export.,2025-10-06,2026-04-08T00:00:00,unknown_doc_id,
194,data_privacy_guideline,Dữ liệu người dùng phải được mã hóa ở trạng thái nghỉ và đang truyền.,2025-01-05,2026-04-05T00:00:00,unknown_doc_id,
195,sla_p1_2026,Ticket P1 có SLA phản hồi ban đầu 15 phút và resolution trong 4 giờ.,16/08/2025,2026-04-11T00:00:00,duplicate_chunk_text,
196,data_privacy_guideline,,2025-11-04,2026-04-07T00:00:00,unknown_doc_id,
197,it_helpdesk_faq,Nội dung không rõ ràng: FAQ bổ sung: đổi mật khẩu qua portal self-service có thể mất tối đa 24 giờ để đồng bộ toàn hệ thống.,2026-01-15,2026-04-08T00:00:00,duplicate_chunk_text,
198,sla_p1_2026,Ticket P1 có SLA phản hồi ban đầu 15 phút và resolution trong 4 giờ.,2025-03-13,2026-04-09T00:00:00,duplicate_chunk_text,
199,sla_p1_2026,Ticket P1 có SLA phản hồi ban đầu 15 phút và resolution trong 4 giờ.,2025-08-04,2026-04-02T00:00:00,duplicate_chunk_text,
200,it_helpdesk_faq,Tài khoản bị khóa sau 5 lần đăng nhập sai liên tiếp.,2026-03-06,2026-04-04T00:00:00,duplicate_chunk_text,
201,policy_refund_v4,Nội dung không rõ ràng:,2025-10-31,2026-04-11T00:00:00,missing_chunk_text,
202,invalid_doc_yyyzzz,Tài khoản bị khóa sau 5 lần đăng nhập sai liên tiếp.,2026-02-18,2026-04-01T00:00:00,unknown_doc_id,
203,sla_p1_2026,,2025-08-24,2026-04-05T00:00:00,missing_chunk_text,
204,sla_p1_2026,Ticket P1 có SLA phản hồi ban đầu 15 phút và resolution trong 4 giờ.,2025-02-22,2026-04-01T00:00:00,duplicate_chunk_text,
205,policy_refund_v4,Yêu cầu được gửi trong vòng 7 ngày làm việc làm việc kể từ thời điểm xác nhận đơn hàng.,2025-12-12,2026-04-05T00:00:00,duplicate_chunk_text,
206,hr_leave_policy,Nhân viên dưới 3 năm kinh nghiệm được 10 ngày phép năm (bản HR 2025).,2025-03-31,2026/04/01T00:00:00,stale_hr_policy_effective_date,2025-03-31
207,policy_refund_v4,Yêu cầu được gửi trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng.,31/05/2025,2026-04-11T00:00:00,duplicate_chunk_text,
208,invalid_doc_zyxxzz,Chunk nội dung đủ dài để vượt ngưỡng expectation độ dài tối thiểu trong cleaned export. Nguồn: export tự động từ hệ thống CRM.,2026-03-30,2026-04-11T00:00:00,unknown_doc_id,
210,invalid_doc_yzxzzy,Nhân viên dưới 3 năm kinh nghiệm được 10 ngày phép năm (bản HR 2025).,2026-03-14,2026-04-03T00:00:00,unknown_doc_id,
216,access_control_sop,,2026-01-01,2026-04-10T00:00:00,missing_chunk_text,
218,invalid_doc_acl001,Level 4 Admin Access yêu cầu phê duyệt bởi IT Manager và CISO.,2025-06-15,2026-04-07T00:00:00,unknown_doc_id,
219,access_control_sop,Level 4 Admin Access yêu cầu phê duyệt bởi IT Manager và CISO. Thời gian xử lý: 5 ngày làm việc. Yêu cầu thêm: training bắt buộc về security policy.,2026-01-01,2026-04-08T00:00:00,duplicate_chunk_text,
225,invalid_doc_ref002,Finance Team xử lý hoàn tiền trong 3-5 ngày làm việc.,2025-08-20,2026-04-07T00:00:00,unknown_doc_id,
226,policy_refund_v4,"Ngoại lệ không được hoàn tiền: sản phẩm thuộc danh mục hàng kỹ thuật số (license key, subscription). Đơn hàng đã áp dụng mã giảm giá Flash Sale cũng không được hoàn.",2026-02-01,2026-04-08T00:00:00,duplicate_chunk_text,
231,invalid_doc_sla003,Escalation P1: tự động escalate nếu không có phản hồi trong 10 phút.,2025-05-10,2026-04-06T00:00:00,unknown_doc_id,
232,sla_p1_2026,Escalation P1: tự động escalate lên Senior Engineer nếu không có phản hồi trong 10 phút.,2026-01-15,2026-04-09T00:00:00,duplicate_chunk_text,
238,invalid_doc_faq004,Mật khẩu phải được thay đổi mỗi 90 ngày.,2025-07-12,2026-04-06T00:00:00,unknown_doc_id,
239,it_helpdesk_faq,VPN: mỗi tài khoản được kết nối tối đa 2 thiết bị cùng lúc. Phần mềm sử dụng: Cisco AnyConnect.,2026-01-20,2026-04-09T00:00:00,duplicate_chunk_text,
245,hr_leave_policy,Nhân viên từ 3 đến 5 năm kinh nghiệm được 15 ngày phép năm theo chính sách 2026.,2026-01-01,2026-04-09T00:00:00,duplicate_chunk_text,
246,hr_leave_policy,Nghỉ ốm: 10 ngày/năm có trả lương. Cần giấy tờ y tế nếu nghỉ trên 3 ngày liên tiếp.,12/05/2025,2026-04-07T00:00:00,stale_hr_policy_effective_date,2025-05-12
247,hr_leave_policy,Nhân viên dưới 3 năm kinh nghiệm được 12 ngày phép năm theo chính sách 2026.,2026-01-01,2026-04-11T00:00:00,duplicate_chunk_text,
